;Tweet;sentimen;step01;tokens;final_tokens;step02;ProcessedText
75;"Coba cek ini, deh: ""jaket jeans CD rajut import"" Rp190.000 di toko Arsystorre Tokopedia. Bisa bebas ongkir, lho.â€¦ https://t.co/3ppG9UWaDu";0;coba cek ini deh jaket jeans cd rajut import rp190 number di toko arsystorre tokopedia bisa bebas ongkir lho co3ppg9uwadu;['coba', 'cek', 'ini', 'deh', 'jaket', 'jeans', 'cd', 'rajut', 'import', 'rp190', 'number', 'di', 'toko', 'arsystorre', 'tokopedia', 'bisa', 'bebas', 'ongkir', 'lho', 'co3ppg9uwadu'];['coba', 'cek', 'ini', 'deh', 'jaket', 'jeans', 'cd', 'rajut', 'import', 'rp190', 'number', 'di', 'toko', 'arsystorre', 'tokopedia', 'bisa', 'bebas', 'ongkir', 'lho', 'co3ppg9uwadu'];coba cek ini deh jaket jeans cd rajut import rp190 number di toko arsystorre tokopedia bisa bebas ongkir lho co3ppg9uwadu;coba cek deh jaket jeans cd rajut import rp190 number toko arsystorre tokopedia bebas ongkir lho co3ppg9uwadu
76;"WTS
Eksklusif Photobook BTS X TOKOPEDIA

LIMITED EDITION Karena Hanya Ada 200 Photobook.

Harga? (DM)

#WTSâ€¦ https://t.co/5C4rYyGDuR";-1;wts eksklusif photobook bts tokopedia limited edition karena hanya ada number photobook harga dm hashtag wts hashtag co5c4ryygdur;['wts', 'eksklusif', 'photobook', 'bts', 'tokopedia', 'limited', 'edition', 'karena', 'hanya', 'ada', 'number', 'photobook', 'harga', 'dm', 'hashtag', 'wts', 'hashtag', 'co5c4ryygdur'];['wts', 'eksklusif', 'photobook', 'bts', 'tokopedia', 'limited', 'edition', 'karena', 'hanya', 'ada', 'number', 'photobook', 'harga', 'dm', 'hashtag', 'wts', 'hashtag', 'co5c4ryygdur'];wts eksklusif photobook bts tokopedia limited edition karena hanya ada number photobook harga dm hashtag wts hashtag co5c4ryygdur;wts eksklusif photobook bts tokopedia limited edition hanya number photobook harga dm hashtag wts hashtag co5c4ryygdur
77;"Coba cek ini, deh: ""Blazer blanik carlo premium"" Rp189.000 di toko Arsystorre Tokopedia. Bisa bebas ongkir, lho.â€¦ https://t.co/88CxcVvwSr";0;coba cek ini deh blazer blanik carlo premium rp189 number di toko arsystorre tokopedia bisa bebas ongkir lho co88cxcvvwsr;['coba', 'cek', 'ini', 'deh', 'blazer', 'blanik', 'carlo', 'premium', 'rp189', 'number', 'di', 'toko', 'arsystorre', 'tokopedia', 'bisa', 'bebas', 'ongkir', 'lho', 'co88cxcvvwsr'];['coba', 'cek', 'ini', 'deh', 'blazer', 'blanik', 'carlo', 'premium', 'rp189', 'number', 'di', 'toko', 'arsystorre', 'tokopedia', 'bisa', 'bebas', 'ongkir', 'lho', 'co88cxcvvwsr'];coba cek ini deh blazer blanik carlo premium rp189 number di toko arsystorre tokopedia bisa bebas ongkir lho co88cxcvvwsr;coba cek deh blazer blanik carlo premium rp189 number toko arsystorre tokopedia bebas ongkir lho co88cxcvvwsr
78;"RT @zejayluv: Want to sale!
Wtt wtb wts bts ina
Wts bts x tokopedia
45k all
ğŸ“MEDAN
Bisa oren https://t.co/awQlNwbK3D";0;rt user want to sale wtt wtb wts bts ina wts bts tokopedia 4 5 all medan bisa oren coawqlnwbk3d;['rt', 'user', 'want', 'to', 'sale', 'wtt', 'wtb', 'wts', 'bts', 'ina', 'wts', 'bts', 'tokopedia', '4', '5', 'all', 'medan', 'bisa', 'oren', 'coawqlnwbk3d'];['rt', 'user', 'want', 'to', 'sale', 'wtt', 'wtb', 'wts', 'bts', 'ina', 'wts', 'bts', 'tokopedia', '4', '5', 'all', 'medan', 'bisa', 'oren', 'coawqlnwbk3d'];rt user want to sale wtt wtb wts bts ina wts bts tokopedia 4 5 all medan bisa oren coawqlnwbk3d;rt user want to sale wtt wtb wts bts ina wts bts tokopedia 4 5 all medan oren coawqlnwbk3d
79;"Coba cek ini, deh: ""atasan wanita circle"" Rp85.000 di toko Arsystorre Tokopedia. Bisa bebas ongkir, lho.â€¦ https://t.co/ChFCi7RpVy";0;coba cek ini deh atasan wanita circle rp85 number di toko arsystorre tokopedia bisa bebas ongkir lho cochfci7rpvy;['coba', 'cek', 'ini', 'deh', 'atasan', 'wanita', 'circle', 'rp85', 'number', 'di', 'toko', 'arsystorre', 'tokopedia', 'bisa', 'bebas', 'ongkir', 'lho', 'cochfci7rpvy'];['coba', 'cek', 'ini', 'deh', 'atasan', 'wanita', 'circle', 'rp85', 'number', 'di', 'toko', 'arsystorre', 'tokopedia', 'bisa', 'bebas', 'ongkir', 'lho', 'cochfci7rpvy'];coba cek ini deh atasan wanita circle rp85 number di toko arsystorre tokopedia bisa bebas ongkir lho cochfci7rpvy;coba cek deh atas wanita circle rp85 number toko arsystorre tokopedia bebas ongkir lho cochfci7rpvy
80;"Coba cek ini, deh: ""set rok c4nel import bangkok"" Rp250.000 di toko Arsystorre Tokopedia. Bisa bebas ongkir, lho.â€¦ https://t.co/7WVcXVHHDr";0;coba cek ini deh set rok c4nel import bangkok rp250 number di toko arsystorre tokopedia bisa bebas ongkir lho co7wvcxvhhdr;['coba', 'cek', 'ini', 'deh', 'set', 'rok', 'c4nel', 'import', 'bangkok', 'rp250', 'number', 'di', 'toko', 'arsystorre', 'tokopedia', 'bisa', 'bebas', 'ongkir', 'lho', 'co7wvcxvhhdr'];['coba', 'cek', 'ini', 'deh', 'set', 'rok', 'c4nel', 'import', 'bangkok', 'rp250', 'number', 'di', 'toko', 'arsystorre', 'tokopedia', 'bisa', 'bebas', 'ongkir', 'lho', 'co7wvcxvhhdr'];coba cek ini deh set rok c4nel import bangkok rp250 number di toko arsystorre tokopedia bisa bebas ongkir lho co7wvcxvhhdr;coba cek deh set rok c4nel import bangkok rp250 number toko arsystorre tokopedia bebas ongkir lho co7wvcxvhhdr
81;"RT @jayparkgf9: ğŸŒ· rekomendasi sling bag wanita ğŸŒ·

1. https://t.co/a6zK56bKkp
2. https://t.co/fIAaQI04O1
3. https://t.co/vhsW91BMMN
4. httpsâ€¦";0;rt user rekomendasi sling bag wanita number coa6zk56bkkp number cofiaaqi04o1 number covhsw91bmmn number https;['rt', 'user', 'rekomendasi', 'sling', 'bag', 'wanita', 'number', 'coa6zk56bkkp', 'number', 'cofiaaqi04o1', 'number', 'covhsw91bmmn', 'number', 'https'];['rt', 'user', 'rekomendasi', 'sling', 'bag', 'wanita', 'number', 'coa6zk56bkkp', 'number', 'cofiaaqi04o1', 'number', 'covhsw91bmmn', 'number', 'https'];rt user rekomendasi sling bag wanita number coa6zk56bkkp number cofiaaqi04o1 number covhsw91bmmn number https;rt user rekomendasi sling bag wanita number coa6zk56bkkp number cofiaaqi04o1 number covhsw91bmmn number https
82;"RT @brick_velvet: HELP RT Please â¤ï¸

âš ï¸ READY STOCK WISHTREND PRODUCTS âš ï¸

Deleted = Sold out.
Ini semua discounted price yaa, order pas adâ€¦";1;rt user help rt please ready stock wishtrend products deleted sold out ini semua discounted price yaa order pas ad;['rt', 'user', 'help', 'rt', 'please', 'ready', 'stock', 'wishtrend', 'products', 'deleted', 'sold', 'out', 'ini', 'semua', 'discounted', 'price', 'yaa', 'order', 'pas', 'ad'];['rt', 'user', 'help', 'rt', 'mohon', 'ready', 'stock', 'wishtrend', 'products', 'deleted', 'sold', 'out', 'ini', 'semua', 'discounted', 'price', 'iya', 'order', 'cocok', 'ada'];rt user help rt mohon ready stock wishtrend products deleted sold out ini semua discounted price iya order cocok ada;rt user help rt mohon ready stock wishtrend products deleted sold out semua discounted price iya order cocok
83;"@worksfess Wadoew rame, 
Boleh loh yang mau tanya-tanya buat mengetuk DM aku ğŸ˜Š

Btw, biar kerja makin lancar, moodâ€¦ https://t.co/juVv2GffkJ";0;user wadoew rame boleh loh yang mau tanya tanya buat mengetuk dm aku btw biar kerja makin lancar mood cojuvv2gffkj;['user', 'wadoew', 'rame', 'boleh', 'loh', 'yang', 'mau', 'tanya', 'tanya', 'buat', 'mengetuk', 'dm', 'aku', 'btw', 'biar', 'kerja', 'makin', 'lancar', 'mood', 'cojuvv2gffkj'];['user', 'wadoew', 'ramai', 'boleh', 'loh', 'yang', 'mau', 'tanya', 'tanya', 'buat', 'mengetuk', 'dm', 'aku', 'eh', 'biar', 'kerja', 'makin', 'lancar', 'mood', 'cojuvv2gffkj'];user wadoew ramai boleh loh yang mau tanya tanya buat mengetuk dm aku eh biar kerja makin lancar mood cojuvv2gffkj;user wadoew ramai loh mau tanya tanya buat ketuk dm aku eh biar kerja makin lancar mood cojuvv2gffkj
84;Hii Kak @hahahahaidar, untuk harga fisik kartu BNI TapCash tanpa saldo Rp 20.000,- dengan minimum pengisian saldo Râ€¦ https://t.co/SuL6W6b34p;0;hii kak user untuk harga fisik kartu bni tapcash tanpa saldo rp number dengan minimum pengisian saldo cosul6w6b34p;['hii', 'kak', 'user', 'untuk', 'harga', 'fisik', 'kartu', 'bni', 'tapcash', 'tanpa', 'saldo', 'rp', 'number', 'dengan', 'minimum', 'pengisian', 'saldo', 'cosul6w6b34p'];['hii', 'kak', 'user', 'untuk', 'harga', 'fisik', 'kartu', 'bni', 'tapcash', 'tanpa', 'saldo', 'rupiah', 'number', 'dengan', 'minimum', 'pengisian', 'saldo', 'cosul6w6b34p'];hii kak user untuk harga fisik kartu bni tapcash tanpa saldo rupiah number dengan minimum pengisian saldo cosul6w6b34p;hii kak user harga fisik kartu bni tapcash saldo rupiah number minimum isi saldo cosul6w6b34p
85;"""yang setia bakal kalah sama yang selalu ada""

PACARAN SAMA TOKOPEDIA AJA SONO 'SELALU ADA SELALU BISA'ğŸ˜­ğŸ˜­ğŸ˜­";0;yang setia bakal kalah sama yang selalu ada pacaran sama tokopedia aja sono selalu ada selalu bisa;['yang', 'setia', 'bakal', 'kalah', 'sama', 'yang', 'selalu', 'ada', 'pacaran', 'sama', 'tokopedia', 'aja', 'sono', 'selalu', 'ada', 'selalu', 'bisa'];['yang', 'setia', 'bakal', 'kalah', 'sama', 'yang', 'selalu', 'ada', 'pacaran', 'sama', 'tokopedia', 'saja', 'sono', 'selalu', 'ada', 'selalu', 'bisa'];yang setia bakal kalah sama yang selalu ada pacaran sama tokopedia saja sono selalu ada selalu bisa;setia bakal kalah sama selalu pacar sama tokopedia sono selalu selalu
86;"RT @beautybypolaris: âœ¨PIXY MAKE IT GLOW SKIN PRIMERâœ¨

Kalian suka dewy/glow make up look? Kebetulan aku mau bahas primer yg cocok untuk makâ€¦";0;rt user pixy make it glow skin primer kalian suka dewy glow make up look kebetulan aku mau bahas primer yg cocok untuk mak;['rt', 'user', 'pixy', 'make', 'it', 'glow', 'skin', 'primer', 'kalian', 'suka', 'dewy', 'glow', 'make', 'up', 'look', 'kebetulan', 'aku', 'mau', 'bahas', 'primer', 'yg', 'cocok', 'untuk', 'mak'];['rt', 'user', 'pixy', 'make', 'it', 'glow', 'skin', 'primer', 'kalian', 'suka', 'dewy', 'glow', 'make', 'up', 'look', 'kebetulan', 'aku', 'mau', 'bahas', 'primer', 'yang', 'cocok', 'untuk', 'mak'];rt user pixy make it glow skin primer kalian suka dewy glow make up look kebetulan aku mau bahas primer yang cocok untuk mak;rt user pixy make it glow skin primer kalian suka dewy glow make up look betul aku mau bahas primer cocok mak
87;"RT @pediaproduct_: Kumpulan product parfume awet wangi dan tahan lama ğŸ”¥

Local brand ğŸ‡®ğŸ‡©
Link Tokopedia â˜‘ï¸ https://t.co/Xvd2OcWjFN";0;rt user kumpulan product parfume awet wangi dan tahan lama local brand link tokopedia coxvd2ocwjfn;['rt', 'user', 'kumpulan', 'product', 'parfume', 'awet', 'wangi', 'dan', 'tahan', 'lama', 'local', 'brand', 'link', 'tokopedia', 'coxvd2ocwjfn'];['rt', 'user', 'kumpulan', 'product', 'parfume', 'awet', 'wangi', 'dan', 'tahan', 'lama', 'local', 'brand', 'link', 'tokopedia', 'coxvd2ocwjfn'];rt user kumpulan product parfume awet wangi dan tahan lama local brand link tokopedia coxvd2ocwjfn;rt user kumpul product parfume awet wangi tahan lama local brand link tokopedia coxvd2ocwjfn
88;"RT @jayparkgf9: ğŸŒ· rekomendasi sling bag wanita ğŸŒ·

1. https://t.co/a6zK56bKkp
2. https://t.co/fIAaQI04O1
3. https://t.co/vhsW91BMMN
4. httpsâ€¦";0;rt user rekomendasi sling bag wanita number coa6zk56bkkp number cofiaaqi04o1 number covhsw91bmmn number https;['rt', 'user', 'rekomendasi', 'sling', 'bag', 'wanita', 'number', 'coa6zk56bkkp', 'number', 'cofiaaqi04o1', 'number', 'covhsw91bmmn', 'number', 'https'];['rt', 'user', 'rekomendasi', 'sling', 'bag', 'wanita', 'number', 'coa6zk56bkkp', 'number', 'cofiaaqi04o1', 'number', 'covhsw91bmmn', 'number', 'https'];rt user rekomendasi sling bag wanita number coa6zk56bkkp number cofiaaqi04o1 number covhsw91bmmn number https;rt user rekomendasi sling bag wanita number coa6zk56bkkp number cofiaaqi04o1 number covhsw91bmmn number https
89;Gelas lucu buat minum2 sama bestie https://t.co/PPSwNRZN5U https://t.co/uA1rXeh8bu;0;gelas lucu buat minum2 sama bestie coppswnrzn5u coua1rxeh8bu;['gelas', 'lucu', 'buat', 'minum2', 'sama', 'bestie', 'coppswnrzn5u', 'coua1rxeh8bu'];['gelas', 'lucu', 'buat', 'minum2', 'sama', 'bestie', 'coppswnrzn5u', 'coua1rxeh8bu'];gelas lucu buat minum2 sama bestie coppswnrzn5u coua1rxeh8bu;gelas lucu buat minum2 sama bestie coppswnrzn5u coua1rxeh8bu
90;Hi Kak @hahahahaidar, untuk harga fisik kartu BNI TapCash tanpa saldo Rp 20.000,- dengan minimum pengisian saldo Rpâ€¦ https://t.co/NTEWOAeoNe;0;hi kak user untuk harga fisik kartu bni tapcash tanpa saldo rp number dengan minimum pengisian saldo rp contewoaeone;['hi', 'kak', 'user', 'untuk', 'harga', 'fisik', 'kartu', 'bni', 'tapcash', 'tanpa', 'saldo', 'rp', 'number', 'dengan', 'minimum', 'pengisian', 'saldo', 'rp', 'contewoaeone'];['hi', 'kak', 'user', 'untuk', 'harga', 'fisik', 'kartu', 'bni', 'tapcash', 'tanpa', 'saldo', 'rupiah', 'number', 'dengan', 'minimum', 'pengisian', 'saldo', 'rupiah', 'contewoaeone'];hi kak user untuk harga fisik kartu bni tapcash tanpa saldo rupiah number dengan minimum pengisian saldo rupiah contewoaeone;hi kak user harga fisik kartu bni tapcash saldo rupiah number minimum isi saldo rupiah contewoaeone
91;"RT @akusayangdk: Hai MYğŸ‘‹ğŸ¼
Siapa nih yg cari aebong? Yuk bisa cek disini stoknya ready &amp; official ya buruan sebelum habis!
1 https://t.co/S9â€¦";1;rt user hai my siapa nih yg cari aebong yuk bisa cek disini stoknya ready official ya buruan sebelum habis number cos9;['rt', 'user', 'hai', 'my', 'siapa', 'nih', 'yg', 'cari', 'aebong', 'yuk', 'bisa', 'cek', 'disini', 'stoknya', 'ready', 'official', 'ya', 'buruan', 'sebelum', 'habis', 'number', 'cos9'];['rt', 'user', 'hai', 'my', 'siapa', 'ini', 'yang', 'cari', 'aebong', 'ayo', 'bisa', 'cek', 'disini', 'stoknya', 'ready', 'official', 'iya', 'buruan', 'sebelum', 'habis', 'number', 'cos9'];rt user hai my siapa ini yang cari aebong ayo bisa cek disini stoknya ready official iya buruan sebelum habis number cos9;rt user hai my siapa yang cari aebong ayo cek sini stok ready official iya buru habis number cos9
92;"@agnestaruli_ 1 hari ajaa wkwkwk 
https://t.co/8SaZksc1YB";0;user number hari ajaa wkwkwk co8sazksc1yb;['user', 'number', 'hari', 'ajaa', 'wkwkwk', 'co8sazksc1yb'];['user', 'number', 'hari', 'ajaa', 'wkwkwk', 'co8sazksc1yb'];user number hari ajaa wkwkwk co8sazksc1yb;user number hari ajaa wkwkwk co8sazksc1yb
93;"RT @kedaiboekoe: Utas buku nonfiksi (umum) yang tersedia di Kedai. Akan diperbaharui secara berkala.

Pemesanan:
WhatsApp: https://t.co/5Mpâ€¦";0;rt user utas buku nonfiksi umum yang tersedia di kedai akan diperbaharui secara berkala pemesanan whatsapp co5mp;['rt', 'user', 'utas', 'buku', 'nonfiksi', 'umum', 'yang', 'tersedia', 'di', 'kedai', 'akan', 'diperbaharui', 'secara', 'berkala', 'pemesanan', 'whatsapp', 'co5mp'];['rt', 'user', 'utas', 'buku', 'nonfiksi', 'umum', 'yang', 'tersedia', 'di', 'kedai', 'akan', 'diperbaharui', 'secara', 'berkala', 'pemesanan', 'whatsapp', 'co5mp'];rt user utas buku nonfiksi umum yang tersedia di kedai akan diperbaharui secara berkala pemesanan whatsapp co5mp;rt user utas buku nonfiksi umum sedia kedai baharu kala mesan whatsapp co5mp
94;"RT @jayparkgf9: ğŸŒ· rekomendasi sling bag wanita ğŸŒ·

1. https://t.co/a6zK56bKkp
2. https://t.co/fIAaQI04O1
3. https://t.co/vhsW91BMMN
4. httpsâ€¦";0;rt user rekomendasi sling bag wanita number coa6zk56bkkp number cofiaaqi04o1 number covhsw91bmmn number https;['rt', 'user', 'rekomendasi', 'sling', 'bag', 'wanita', 'number', 'coa6zk56bkkp', 'number', 'cofiaaqi04o1', 'number', 'covhsw91bmmn', 'number', 'https'];['rt', 'user', 'rekomendasi', 'sling', 'bag', 'wanita', 'number', 'coa6zk56bkkp', 'number', 'cofiaaqi04o1', 'number', 'covhsw91bmmn', 'number', 'https'];rt user rekomendasi sling bag wanita number coa6zk56bkkp number cofiaaqi04o1 number covhsw91bmmn number https;rt user rekomendasi sling bag wanita number coa6zk56bkkp number cofiaaqi04o1 number covhsw91bmmn number https
95;"Halo @tokopedia @TokopediaCare , kenapa pesanan saya dibatalkan sepihak dengan alasan melanggar syarat &amp; ketentuan?â€¦ https://t.co/Hp0spqA16O";0;halo user user kenapa pesanan saya dibatalkan sepihak dengan alasan melanggar syarat ketentuan cohp0spqa16o;['halo', 'user', 'user', 'kenapa', 'pesanan', 'saya', 'dibatalkan', 'sepihak', 'dengan', 'alasan', 'melanggar', 'syarat', 'ketentuan', 'cohp0spqa16o'];['halo', 'user', 'user', 'kenapa', 'pesanan', 'saya', 'dibatalkan', 'sepihak', 'dengan', 'alasan', 'melanggar', 'syarat', 'ketentuan', 'cohp0spqa16o'];halo user user kenapa pesanan saya dibatalkan sepihak dengan alasan melanggar syarat ketentuan cohp0spqa16o;halo user user pesan batal pihak alas langgar syarat tentu cohp0spqa16o
96;"RT @akusayangdk: Hai MYğŸ‘‹ğŸ¼
Siapa nih yg cari aebong? Yuk bisa cek disini stoknya ready &amp; official ya buruan sebelum habis!
1 https://t.co/S9â€¦";1;rt user hai my siapa nih yg cari aebong yuk bisa cek disini stoknya ready official ya buruan sebelum habis number cos9;['rt', 'user', 'hai', 'my', 'siapa', 'nih', 'yg', 'cari', 'aebong', 'yuk', 'bisa', 'cek', 'disini', 'stoknya', 'ready', 'official', 'ya', 'buruan', 'sebelum', 'habis', 'number', 'cos9'];['rt', 'user', 'hai', 'my', 'siapa', 'ini', 'yang', 'cari', 'aebong', 'ayo', 'bisa', 'cek', 'disini', 'stoknya', 'ready', 'official', 'iya', 'buruan', 'sebelum', 'habis', 'number', 'cos9'];rt user hai my siapa ini yang cari aebong ayo bisa cek disini stoknya ready official iya buruan sebelum habis number cos9;rt user hai my siapa yang cari aebong ayo cek sini stok ready official iya buru habis number cos9
97;"RT @kedaiboekoe: Utas buku filsafat yang tersedia di Kedai. Akan diperbaharui secara berkala.

Pemesanan:
WhatsApp: https://t.co/5MpO5Yzeilâ€¦";0;rt user utas buku filsafat yang tersedia di kedai akan diperbaharui secara berkala pemesanan whatsapp co5mpo5yzeil;['rt', 'user', 'utas', 'buku', 'filsafat', 'yang', 'tersedia', 'di', 'kedai', 'akan', 'diperbaharui', 'secara', 'berkala', 'pemesanan', 'whatsapp', 'co5mpo5yzeil'];['rt', 'user', 'utas', 'buku', 'filsafat', 'yang', 'tersedia', 'di', 'kedai', 'akan', 'diperbaharui', 'secara', 'berkala', 'pemesanan', 'whatsapp', 'co5mpo5yzeil'];rt user utas buku filsafat yang tersedia di kedai akan diperbaharui secara berkala pemesanan whatsapp co5mpo5yzeil;rt user utas buku filsafat sedia kedai baharu kala mesan whatsapp co5mpo5yzeil
98;Buat adek keponakan atau anak sabi nih. https://t.co/lip9qu0Rzw https://t.co/VCVt2glFnH;0;buat adek keponakan atau anak sabi nih colip9qu0rzw covcvt2glfnh;['buat', 'adek', 'keponakan', 'atau', 'anak', 'sabi', 'nih', 'colip9qu0rzw', 'covcvt2glfnh'];['buat', 'adik', 'keponakan', 'atau', 'anak', 'sabi', 'ini', 'colip9qu0rzw', 'covcvt2glfnh'];buat adik keponakan atau anak sabi ini colip9qu0rzw covcvt2glfnh;buat adik keponakan anak sabi colip9qu0rzw covcvt2glfnh
99;"RT @kedaiboekoe: Utas buku-buku agama/keislaman yang tersedia di Kedai. Akan diperbaharui secara berkala.

Pemesanan:
WhatsApp: https://t.câ€¦";0;rt user utas buku buku agama keislaman yang tersedia di kedai akan diperbaharui secara berkala pemesanan whatsapp;['rt', 'user', 'utas', 'buku', 'buku', 'agama', 'keislaman', 'yang', 'tersedia', 'di', 'kedai', 'akan', 'diperbaharui', 'secara', 'berkala', 'pemesanan', 'whatsapp'];['rt', 'user', 'utas', 'buku', 'buku', 'agama', 'keislaman', 'yang', 'tersedia', 'di', 'kedai', 'akan', 'diperbaharui', 'secara', 'berkala', 'pemesanan', 'whatsapp'];rt user utas buku buku agama keislaman yang tersedia di kedai akan diperbaharui secara berkala pemesanan whatsapp;rt user utas buku buku agama islam sedia kedai baharu kala mesan whatsapp
